,country,Total area of the country (excl. coastal water) (1000 ha),Rural population (1000 inhab),Urban population (1000 inhab),Population density (inhab/km2),GDP per capita (current US$/inhab),"Agriculture, value added (% GDP) (%)",Human Development Index (HDI) [highest = 1] (-),National Rainfall Index (NRI) (mm/yr),Total renewable water resources per capita (m3/inhab/yr),Total exploitable water resources (10^9 m3/yr),Dam capacity per capita (m3/inhab),Agricultural water withdrawal (10^9 m3/year),Industrial water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year),Municipal water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year),Total water withdrawal (10^9 m3/yr),Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant),Capacity of the municipal wastewater treatment facilities (10^9 m3/yr),Agricultural water withdrawal as % of total water withdrawal (%),SDG 6.4.2. Water Stress (%),SDG 6.4.1. Water Use Efficiency (US$/m3),SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3),SDG 6.4.1. Industrial Water Use Efficiency (US$/m3),% of total cultivated area drained (%),Area salinized by irrigation (1000 ha),Flood occurrence (WRI) (-),Total population with access to safe drinking-water (JMP) (%),Rural population with access to safe drinking-water (JMP) (%),Urban population with access to safe drinking-water (JMP) (%),Population affected by water related disease (1000 inhabitants),"Mortality rate, infant (per 1,000 live births)",Net official development assistance and official aid received (current US$),nutrient security,population ages0-14,Population ages 65 and above (_ of total population),Resilience and securityStorage drought duration index(Total dam capacity_km3),Unnamed: 2
154,San Marino,6,0.978,32.422,561.1833333,45767.10165,0.020479,,,,,,,,,,,,,,,,,,,2.3,,,,,1.5,,,,,,
155,Sao Tome and Principe,96,57.276,147.051,215.7177083,1788.765113,12.086035,0.603,,10526.87492,,188.3248265,0.0256,0.0006,0.0147,0.0409,197.4996258,,62.59168704,1.876146789,7.489641146,0.301872955,77.18873232,,,,97.1,93.6,98.9,,23.5,51369998.93,29,42.14669667,2.960159214,0.039,
156,Saudi Arabia,214969,5394.59,27543.623,15.3981174,20905.39169,2.528473,0.856,128.6,72.50497029,,30.33304342,19.2,1,3.15,23.35,705.4129401,1.144,82.22698073,883.3333333,28.27098524,0.86951537,292.330248,0.300387597,,1.2,97,97,97,,5.7,,43,24.86598199,3.4128866,1.0040595,
157,Senegal,19671,8442.004,7408.563,78.38622846,1321.086287,15.073699,0.51,576,2527.34307,,16.21338895,2.065,0.058,0.098,2.221,144.0397474,0.0004,92.97613688,11.80728336,6.944874027,0.083592708,74.69183753,1.358145211,,2.5,78.5,67.3,92.9,,32.7,1443880005,29,42.83986907,3.098476445,0.25,
158,Serbia,8836,3872.979,4917.595,99.92788592,6271.824095,6.020665,0.794,,18369.96983,,257.0776481,0.6608,4.057,0.6595,5.3773,609.0064043,,12.28869507,6.059957173,5.911265871,0.122283527,2.239831204,,,3.5,99.2,98.9,99.4,,4.6,570700012.2,107,15.54094253,18.74050342,2.2699,
159,Seychelles,46,41.437,53.3,209.6043478,15867.05451,1.907301,0.8,,0,,10.37150739,0.0009,0.0038,0.009,0.0137,142.0896513,,6.569343066,,89.32303541,7.351763313,34.96573337,0.967741936,0,,95.7,95.7,95.7,,12.3,,,23.73873275,7.805481947,0.001,
160,Sierra Leone,7230,4410.71,3146.502,103.5743154,494.765953,60.290055,0.435,2546,21366.31438,,29.37868227,0.0457,0.0555,0.111,0.2122,28.33707444,,21.53628652,0.495794393,8.197602082,0.117383724,4.1658165,,,1.6,62.6,47.8,84.9,,80.9,594640014.6,90,40.72431131,2.947736623,0.22,
161,Singapore,71.9,0,5708.844,7938.860918,58974.9681,0.024563,0.934,,105.1148722,,13.12183987,0.026376,0.336294,0.29673,0.6594,115.5212445,0.531,4,82.01666667,,,214.6313212,,,2.9,100,,100,,2.1,,,12.33150315,12.39312948,0.0749,
162,Slovakia,4903,2519.468,2928.194,111.1136039,17526.28369,2.395682,0.854,762.7,9196.204042,,316.9478148,0.0316,0.2312,0.2935,0.5563,102.1127407,,5.68038828,2.393717728,146.1561717,2.21669565,103.6119541,,,3.8,100,100,100,,,,18,,,1.7267,
163,Slovenia,2026.64,951.104,1128.872,102.4549994,23347.22728,1.852617,0.899,949.3,15348.72476,,16.13373955,0.0039,0.758,0.1695,0.9314,448.5661199,,0.418724501,6.29749831,42.54633758,4.116669124,15.75356953,,,3.5,99.5,99.4,99.7,,1.7,,39,15.10564048,20.18628401,0.0335,
164,Solomon Islands,2890,468.983,142.36,22.0082699,1961.155429,26.673828,0.555,2945,70278.70932,,,,,,,,,,,,,,,,,80.8,77.2,93.2,,16.8,223889999.4,7,40.13119884,3.63080993,,
165,Somalia,63766,8198.119,6544.404,22.87924442,101.563368,52.879819,,408.3,1007.596109,0.6,0,3.281,0.002,0.015,3.298,226.0579571,,99.48453608,24.52774059,0.197997563,0.032626872,49.39703168,,,3.8,31.7,8.8,69.6,,74,1865579956,,46.37950567,2.889203812,0,
166,South Africa,121909,19369.002,37348.154,46.76418968,6153.459018,2.361245,0.704,548.3,900.7230271,11.972,544.1502854,11.39,4.1,3.89,19.38,339.9418163,2.414,58.77192982,62.05571566,14.65909676,0.165698482,18.05340703,0.435027793,100,2.8,93.2,81.4,99.6,,27.5,971479980.5,25,28.96832505,5.415255608,31.021875,
167,South Sudan,64433,10142.827,2432.887,16.93350147,606.006392,2.845713,0.414,,4536.804621,,,0.24,0.225,0.193,0.658,60.30742305,,36.47416413,4.226075787,19.17980474,0.028995838,27.24406445,,,2.5,58.7,56.9,66.7,,62.4,1885270020,,41.56805305,3.376805137,,
168,Spain,50593.523,9233.918,37120.403,92.2003949,28315.62792,2.801757,0.891,536,2390.271121,46.3,1153.645599,20.36,5.966,4.89,31.216,669.1901641,,65.22296258,42.56850716,35.97783064,0.498216207,36.18140482,,,2.7,100,100,100,,2.6,,19,14.57687197,19.64782295,53.8146,
169,Sri Lanka,6561,17038.849,3838.068,322.0245694,4216.125203,7.782051,0.776,1656,2499.049604,,281.2377414,11.31,0.831,0.805,12.946,612.7404578,,87.36289201,90.78541374,5.814464248,0.264393175,27.59762039,,,3.7,95.6,95,98.5,120,6.1,197350006.1,7,23.95646203,10.83880576,5.942,
170,Sudan,187936,26602.042,13931.288,21.71664662,3059.743671,25.26756,0.507,,926.1664742,,520.1723346,25.91,0.075,0.95,26.935,659.9548673,,96.19454242,118.6563877,2.654930547,0.209490508,200.3765465,,,3.3,55.5,50.2,66,,41,1624670044,25,40.15570605,3.627317326,21.23,
171,Suriname,16382,191.326,372.076,3.482456355,5697.565867,11.574505,0.722,1848,173533.2062,,35057.21337,0.4311,0.1355,0.0493,0.6159,1079.586886,,69.99512908,3.950609365,6.90031187,1.085369096,10.5621958,72.08450704,,1.4,94.8,88.4,98.1,,16.1,23379999.16,19,26.91185678,7.015129728,20,
172,Sweden,44743,1273.943,8636.758,22.13730863,54541.57444,1.443266,0.935,700.4,17567.06986,3,3630.426811,0.075,1.345,0.955,2.375,239.7804076,1.134,3.157894737,3.427128427,194.0764723,3.750993429,76.94651345,,,0.4,100,100,100,,2.1,,74,17.62549023,20.19856962,35.959,
173,Switzerland,4129.039,2224.037,6251.968,204.7886687,80220.63248,0.663175,0.943,1450,6327.015148,50,395.4088813,0.1601,0.6427,0.931,1.7338,205.0425956,2.37,9.234052371,6.613,390.4934882,4.157168287,254.7975193,,,3.2,100,100,100,,3.6,,59,14.9406759,18.83799606,3.3435,
174,Syrian Arab Republic,18518,8495.489,9774.379,92.31924614,721.520956,20.603001,0.544,375.8,982.8215061,20.6,1149.41332,14.67,0.6154,1.475,16.7604,980.3881425,,87.52774397,124.3601389,0.980660727,0.102086826,9.050475021,4.761904762,60,2.7,90.1,87.2,92.3,,17.9,10249809570,,31.05803205,4.691855102,19.65,
175,Tajikistan,14138,6514.203,2407.14,62.81134531,802.326545,21.218152,0.651,338.6,2467.26788,,3322.53486,10.44,0.4078,0.647,11.4948,1294.420394,0.087,90.82367679,68.74125874,0.68550315,0.16514932,5.954979436,39.78333525,23.23,3.7,73.8,66.7,93.1,,29.6,366559997.6,39,37.07107958,3.085961212,29.505,
176,Thailand,51312,35071.057,33966.456,134.8803594,6594.608057,8.32367,0.762,1724,6337.396389,125.98,1144.792913,51.79,2.777,2.739,57.306,828.0040069,1.168,90.37448086,23.01393518,7.234318206,0.367405243,50.07213196,,400,3.7,97.8,98,97.6,960,7.7,-338200012.2,18,16.82353621,12.40625033,79.2309,
177,Timor-Leste,1487,904.669,391.642,83.60847344,1918.728945,10.434351,0.624,,6607.638962,0.266,,1.071,0.002,0.099,1.172,942.6844629,,91.38225256,28.26821032,2.229719288,0.064978852,647.3100794,,,2.2,71.9,60.5,95.2,,38.1,235929992.7,40,37.29208217,4.286535114,,
178,Togo,5679,4588.034,3209.66,135.5603803,593.975597,24.229296,0.51,1071,1909.469331,,223.0921349,0.076,0.0063,0.1407,0.223,28.96677965,,34.08071749,3.391634981,13.40516608,0.010091787,99.57697918,,,3.1,63.1,44.2,91.4,,45.8,411619995.1,16,40.9983537,2.887347591,1.717469,
179,Tokelau,1,1.3,0,130,,,,,0,,,,,,,,,,,,,,,,,100,100,,,,,,,,,
180,Tonga,75,82.993,25.027,135.9973333,4558.478241,15.951138,0.717,,0,,,,,,,,,,,,,,,,,99.6,99.6,99.7,,14.3,107949996.9,,35.07282715,5.94196796,,
181,Trinidad and Tobago,513,640.679,728.446,269.797076,16415.40548,1.234748,0.799,1839,2774.448199,,51.63797208,0.0167,0.1289,0.2376,0.3832,276.8668099,,4.358037578,20.32648126,58.57557822,2.963170024,64.8699874,1.65106383,,2.2,95.1,95.1,95.1,,15.7,,31,20.26118068,11.11820802,0.07147,
182,Tunisia,16361,3616.197,7915.93,69.88229937,3452.359126,9.692107,0.738,326.1,403.6404432,3.625,235.3952348,3.773,0.965,0.137,4.875,426.3807499,0.238,77.39487179,121.0674657,7.834119455,0.190253599,10.14241324,3.945523733,86,2.6,97.7,93.2,100,,14.5,984030029.3,63,24.22609727,8.593468556,2.691378,
183,Turkey,78535,20473.563,60271.457,103.2870058,10560.02154,6.082121,0.805,614.5,2608.595421,112,1945.672818,50.05,2.898,6.016,58.964,726.9055783,5.289,84.88230107,44.57401768,13.60315254,0.301934363,88.96068097,1.943636675,1519,2.6,100,100,100,,8.6,824909973.1,64,24.29082287,8.726283826,157.8260719,
184,Turkmenistan,48810,2812.629,2945.446,11.79608072,6584.696357,8.761875,0.708,71.38,4301.221311,,971.6609175,26.36,0.839,0.755,27.954,4855.091481,,94.29777492,143.5600206,1.436789537,0.135496058,27.4460245,50.6,1354,1.8,60.4,34.6,89.1,12.29,36.3,25360000.61,25,30.75829056,4.592425324,5.5945,
185,Tuvalu,3,4.306,6.886,379,3923.561196,18.887605,,,0,,,,,,,,,,,,,,,,,97.7,97,98.3,,20.2,36479999.54,,,,,
186,Uganda,24155,32920.646,9942.312,170.4267771,634.769133,24.872454,0.522,1350,1459.921818,,1943.34177,0.259,0.05,0.328,0.637,15.47371378,,40.65934066,5.82799634,28.46577793,0.04851323,87.36843182,0.394945055,,3.6,79,75.8,95.5,,33.4,2100010010,84,46.50001534,1.962550187,80.00075,
187,Ukraine,60355,13600.408,30622.539,73.71006379,2536.92565,10.186361,0.747,1813,3939.964632,,1245.25855,3.206,3.577,2.397,9.18,206.3491289,7.19,34.92374728,11.18813164,7.749510712,0.059290035,5.384617716,9.821508123,,2.4,96.2,97.8,95.5,,7.2,1148250000,52,15.93971837,16.70499039,55.3987,
188,United Arab Emirates,7102,1292.709,8107.436,133.5849479,40180.34405,0.786661,0.864,51.95,15.81077163,,6.437123776,3.312,0.069,0.617,3.998,421.4097664,0.673,82.84142071,1708,92.77376275,0.88097813,2099.24194,,,1.2,99.6,100,99.6,,6.4,,53,14.71261177,1.156549456,0.0610703,
189,United Kingdom,24361,11156.164,55025.421,273.9110094,40286.57186,0.653773,0.919,1082,2202.991059,7,79.0004583,1.183,1.01,6.227,8.42,126.1849301,7.29,14.04988124,14.35464621,319.7364282,0.662033904,465.1084996,,,3.4,100,100,100,,3.7,,,17.69570052,18.50869564,5.2715,
190,United Republic of Tanzania,94730,38367.191,18942.828,57.70119181,954.877401,28.571529,0.522,1114,1761.240449,,1906.294434,4.632,0.025,0.527,5.184,94.84024605,,89.35185185,12.96324081,6.915170435,0.183338735,533.9212135,,50,3.1,55.6,45.5,77.2,,,,25,,,104.1987,
191,United States of America,983334,58215.947,266243.516,33.0594443,60159.82342,0.894494,0.919,938.7,9440.614927,1829,2263.617002,176.2,209.7,58.39,444.29,1366.689738,63.99,39.65878143,28.16198427,42.37850126,0.20342327,15.11522476,,4200,3.1,99.2,98.2,99.4,,,,27,,,735.8673807,
192,Uruguay,17622,164.541,3292.209,19.50199183,17221.4078,5.108837,0.807,1550,50107.06676,,4991.405704,3.17,0.08,0.41,3.66,1064.993405,,86.61202186,9.786096257,13.14470353,0.145263338,152.9722147,,,3,99.7,93.9,100,,6.1,,94,20.45807101,14.94124043,17.15366949,
193,Uzbekistan,44740,15779.684,16130.957,71.43447698,1853.925426,30.07365,0.707,188.8,1529.10916,,688.7374242,54.36,2.13,2.41,58.9,1842.941059,,92.29202037,168.9131058,1.337755258,0.452452108,9.786576601,67.79085559,1175,2.7,87.3,80.9,98.5,271.8,15.6,1156449951,16,28.79781331,4.595215725,22.0119,
194,Vanuatu,1219,206.733,69.511,23.4216571,3185.75966,21.370593,0.595,,35025.04291,,,,,,,,,,,,,,,,,94.5,92.9,98.9,,21.9,130589996.3,111,38.71055949,3.616088995,,
195,Venezuela (Bolivarian Republic of),91205,3778.814,28198.251,32.23779837,7756.479109,5.322992,0.735,1813,45064.21974,,5360.96542,16.71,0.7933,5.123,22.6263,769.5370228,,73.85211016,7.540366667,9.557190087,0.302193611,102.8102661,66.78787879,,2.7,93.1,77.9,95,22.06,,,41,,,157.6257,
196,Viet Nam,33123,61898.302,33642.498,285.6041059,2342.244006,15.34489,0.69,1991,9345.813361,371.9,472.6774176,77.75,3.074,1.206,82.03,867.1187961,0.423,94.78239668,18.13031538,2.349447563,0.3736684,20.35148718,22.02692855,300,3.8,97.6,96.9,99.1,177.6,,,64,,,44.71559,
197,Yemen,52797,18075.808,10174.612,52.72045571,854.926716,18.86146,0.463,232.7,75.44507475,,16.61587956,3.235,0.065,0.265,3.565,128.0769959,,90.74333801,169.7619048,5.21935743,0.704123097,59.507186,,,2.9,54.9,46.5,72,,,,57,,,0.4625,
198,Zambia,75261,9747.709,7346.421,22.39353583,1513.27609,4.024275,0.589,1065,6218.256409,,6000.700503,1.152,0.13,0.29,1.572,93.27384614,,73.28244275,2.835497836,12.76489398,0.031741007,57.66778058,,,2.5,65.4,51.3,85.6,,42.4,976280029.3,38,44.4625086,2.115314738,101.1334,
199,Zimbabwe,39076,11201.138,5328.766,36.43309192,1333.395663,8.340969,0.553,722.5,1404.830298,1.5,7019.230792,2.77,0.0814,0.4877,3.3391,234.5434424,,82.95648528,31.34622606,5.213329172,0.050244229,49.21252257,1.142682927,,2.8,76.9,67.3,97,,38.4,974890014.6,,42.15812701,2.980608063,99.929946,
200,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6204451,14.05835544,,
201,Arab World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13656925,,,32.66945631,4.657837545,,
202,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,22.07573136,7.483272654,,
204,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
205,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,716130004.9,,30.62526166,7.338631646,,
206,Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.010049057,,,15.23705179,18.95282482,,
207,Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06742754,17.60140254,,
208,Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,1201229980,,41.71470319,2.873119343,,
209,"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1,3025530029,,46.00139898,3.016939617,,
210,"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,187270004.3,,41.5372489,2.721415896,,
211,Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56583583,,,23.47308469,9.000641477,,
212,Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49422361,17.16883689,,
213,Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,15.72295013,19.80074484,,
215,East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45269371,7378829912,,20.36885105,9.931219944,,
216,Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.66536497,,,28.56626998,5.969409322,,
217,East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,7378829912,,19.64391833,11.17894425,,
218,Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16070528,7492509980,,21.43676971,12.01052283,,
219,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7492509980,,18.06315618,16.6212909,,
220,"Egypt, Arab Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,1740589966,,33.83483016,5.276332976,,
221,Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.156188907,,,15.02108692,20.85628798,,
222,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.320085926,,,15.13123723,20.4634673,,
223,Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.97691125,,,40.81958182,3.406137513,,
224,"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,92540000.92,,31.45543206,4.192768967,,
225,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,194039993.3,,44.12711813,2.560925431,,
227,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,14680000.31,20,23.71722186,9.677419355,,
228,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13415903,10.18984542,,
230,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,200350002.3,,16.43628745,18.26447859,,
231,"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32670813,17.49825246,,
232,Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00453562,,,42.55160297,3.048539111,,
233,IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.08733024,,,23.38507721,8.791423774,,
234,IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.51007612,,,27.31191701,7.446790959,,
235,IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89099492,,,38.64502191,3.566096676,,
236,IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.74803322,,,38.72774698,3.465329413,,
237,IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77848758,,,38.60307144,3.617196468,,
238,Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,210399993.9,,24.65465805,6.358522055,,
241,Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,448709991.5,,32.50169502,4.600294583,,
242,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,,,
243,"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,12.74644361,15.0601769,,
244,Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07324037,8548189962,,24.40600008,8.500673099,,
245,Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,631510009.8,,32.30299932,4.163984571,,
246,St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32110000.61,,18.21106187,10.03501286,,
247,Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,8877879963,,24.19874658,8.70193078,,
248,Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.80706213,,,39.12857157,3.563097863,,
249,Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,49875309654,,41.80892889,3.276841993,,
250,Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,47092100067,,30.36605172,5.639174849,,
251,Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.61157304,1.68E+11,,27.41674706,7.340267501,,
252,Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.430841287,,,18.93872123,11.18419246,,
253,"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01947084,11.21173559,,
254,St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,342690002.4,,15.88969107,12.01311911,,
256,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,29074119453,,29.85013782,5.308330439,,
257,Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81078045,64364621094,,25.74861207,7.811241417,,
258,Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57013782,29074119453,,31.08364831,5.502145641,,
259,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,0,,18.27153837,16.35739191,,
261,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22.43395225,9.426702034,,
262,OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.942954964,,,17.89449925,17.10489701,,
263,Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.65020459,,,29.78516006,5.573862386,,
264,Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.01190115,,,43.4736716,2.768233771,,
265,"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,151289993.3,,19.99328221,9.25808889,,
266,West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,2234330078,,38.64966214,3.1734124,,
267,Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13554827,,,34.89077056,4.627549976,,
268,Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.113084394,,,16.02008731,19.29206412,,
269,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,22.5638859,8.68067615,,
270,South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,15465510086,,28.00686449,5.993904885,,
271,Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.72495877,55181060062,,42.31288884,2.993393613,,
272,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,55245130062,,42.28260459,3.004114824,,
273,Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.86414543,,,28.96275468,6.126882042,,
274,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,15.52774384,16.17236389,,
275,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.444545,,,20.37351254,9.939574715,,
278,Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.630338199,,,20.61147092,12.87998715,,
279,Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96108799,,,24.39345916,8.515293914,,
280,Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61807073,,,30.99151814,5.530502263,,
281,South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.14031576,,,28.00686449,5.993904885,,
282,Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.71091745,,,42.28260459,3.004114824,,
283,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2153139893,,43.84380657,2.620541103,,
284,Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,15961019829,,21.03491627,10.02858736,,
285,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,18.54931712,16.20960614,,
286,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,84480003.36,,22.19388908,9.740570943,,
287,"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,284000000,,27.40422521,7.610990373,,
288,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49358374,19.87511714,,
290,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,1094630005,,23.21382761,7.553672942,,
291,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,1.68E+11,,25.64883557,9.099122685,,
292,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345260009.8,,,,,
293,"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,4396520020,,39.22337492,2.902140675,,
294,"China, Hong Kong SAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,
295,"China, Macao SAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,
296,"China, mainland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,
297,"China, Taiwan Province of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,
298,C<U+00F4>te d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
299,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,
300,Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2439,
