Country Name,Indicator Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Grenada,Net official development assistance and official aid received (current US$),7869999.886,23610000.61,10819999.69,11850000.38,8880000.114,6260000.229,10399999.62,16870000.84,11289999.96,10220000.27,10779999.73,15600000.38,52599998.47,26809999.47,26090000.15,31799999.24,45830001.83,33849998.47,12029999.73,7659999.847,12529999.73,39709999.08,24100000.38,8579999.924,5840000.153,31739999.77,14680000.31
Greenland,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,Net official development assistance and official aid received (current US$),218850006.1,196029998.8,205350006.1,182839996.3,256299987.8,230289993.3,280899993.9,260700012.2,227160003.7,253240005.5,259309997.6,233509994.5,269480011,500670013.4,465029998.8,539500000,380559997.6,402059997.6,353570007.3,304890014.6,496600006.1,279839996.3,411290008.5,265450012.2,367010009.8,399399993.9,393850006.1
Guam,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,Net official development assistance and official aid received (current US$),87970001.22,68099998.47,68089996.34,88800003.05,235529998.8,75379997.25,55619998.93,63630001.07,63919998.17,47259998.32,59279998.78,101339996.3,101360000.6,129509994.5,78080001.83,120389999.4,111230003.4,106410003.7,105620002.7,114919998.2,101239997.9,160610000.6,32139999.39,70019996.64,51130001.07,104180000.3,113269996.6
High income,Net official development assistance and official aid received (current US$),4617960089,5586570078,6581169880,5983120030,4308319986,5546499963,4884260056,4848380028,4165369964,4080360000,4700419959,5988440083,482480003.5,544429993.8,447749996.7,748110001.1,770020006.2,753480003.4,592010000.2,483129992.2,395260001.1,249030007.1,219630000.8,308100002.9,242739997.9,247939998.6,200350002.3
"Hong Kong SAR, China",Net official development assistance and official aid received (current US$),30270000.46,26870000.84,17729999.54,13199999.81,8439999.58,6820000.172,3750000,4329999.924,3569999.933,3960000.038,5019999.981,6949999.809,,,,,,,,,,,,,,,
Honduras,Net official development assistance and official aid received (current US$),288309997.6,255990005.5,374670013.4,238729995.7,275519989,283500000,757260009.8,399850006.1,562250000,382089996.3,317260009.8,539570007.3,649359985.4,518229980.5,407540008.5,462130004.9,418390014.6,470500000,359250000,566190002.4,625869995.1,606280029.3,540599975.6,412399993.9,442230011,664900024.4,457570007.3
Heavily indebted poor countries (HIPC),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Net official development assistance and official aid received (current US$),,109660003.7,53279998.78,133309997.6,40360000.61,39380001.07,48470001.22,65510002.14,112129997.3,130600006.1,120400001.5,119660003.7,123459999.1,196509994.5,162910003.7,241059997.6,168830001.8,131550003.1,280000.0012,,,,,,,,
Haiti,Net official development assistance and official aid received (current US$),120620002.7,615289978,654799987.8,331109985.4,280799987.8,350929992.7,213770004.3,181639999.4,170029998.8,151949996.9,186740005.5,280059997.6,366630004.9,531539978,622630004.9,824619995.1,990760009.8,2889840088,1506459961,1273349976,1152130005,1082359985,1045859985,1071680054,981250000,997159973.1,726469970.7
Hungary,Net official development assistance and official aid received (current US$),164389999.4,199080001.8,-245240005.5,202759994.5,176160003.7,238750000,248779998.8,252169998.2,417489990.2,160330001.8,247990005.5,302010009.8,,,,,,,,,,,,,,,
IBRD only,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,Net official development assistance and official aid received (current US$),1876089966,1505199951,1251750000,1057969971,797580017.1,1265689941,2132459961,1645430054,1458180054,1296010010,1738630005,97559997.56,2489000000,1229969971,737039978,1145670044,902690002.4,1323760010,358109985.4,69010002.14,69470001.22,-381940002.4,-28459999.08,-108279998.8,280190002.4,962630004.9,-629950012.2
IDA only,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Net official development assistance and official aid received (current US$),1466290039,2322320068,1732829956,1904150024,1646250000,1608949951,1490760010,1383420044,1729609985,1738209961,720900024.4,778309997.6,1875959961,1383579956,1329209961,2011579956,2456610107,2831340088,3270219971,1681849976,2456340088,2991820068,3174350098,2679040039,3198139893,2462010010,2610580078
Not classified,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",Net official development assistance and official aid received (current US$),140479995.7,130039993.3,186940002.4,164500000,200759994.5,164559997.6,161490005.5,129869995.1,114559997.6,114540000.9,131050003.1,188649993.9,100669998.2,117239997.9,103769996.6,100470001.2,92569999.69,112440002.4,105790000.9,151789993.3,131610000.6,81169998.17,110900001.5,116190002.4,140279998.8,166410003.7,210399993.9
Iraq,Net official development assistance and official aid received (current US$),168699996.9,253500000,332769989,349739990.2,221929992.7,117760002.1,76790000.92,101830001.8,122699996.9,113379997.3,2287649902,4650649902,22057089844,8889320313,9204339844,9884530273,2791229980,2178330078,1914689941,1300880005,1541540039,1369270020,1482939941,2287899902,2907510010,2300540039,2211909912
Iceland,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,Net official development assistance and official aid received (current US$),1266170044,1237180054,335589996.3,2216760010,1196349976,1066069946,905710022,800000000,172350006.1,756869995.1,439989990.2,478850006.1,,,,,,,,,,,,,,,
Italy,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,Net official development assistance and official aid received (current US$),105000000,121169998.2,114510002.1,62409999.85,76279998.78,23100000.38,-17229999.54,14130000.11,58900001.53,28530000.69,10550000.19,86750000,43750000,40700000.76,31659999.85,89809997.56,152279998.8,141100006.1,41029998.78,28059999.47,71589996.34,95989997.86,59069999.69,26850000.38,61549999.24,100209999.1,127069999.7
Jordan,Net official development assistance and official aid received (current US$),310839996.3,373809997.6,540489990.2,509079986.6,475570007.3,413910003.7,435200012.2,554179992.7,450309997.6,562719970.7,1321219971,604630004.9,709849975.6,573570007.3,631510009.8,734090026.9,740419982.9,954750000,974099975.6,1157500000,1400329956,2697159912,2141050049,2727969971,2979659912,2526010010,2797189941
Japan,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,Net official development assistance and official aid received (current US$),15350000.38,52430000.31,58860000.61,118489997.9,124239997.9,210509994.5,168309997.6,184839996.3,149600006.1,189289993.3,289559997.6,272410003.7,225199996.9,178729995.7,261250000,337679992.7,294880004.9,211990005.5,201029998.8,131860000.6,90760002.14,92800003.05,81699996.95,62779998.78,59490001.68,79930000.31,54409999.85
Kenya,Net official development assistance and official aid received (current US$),915630004.9,677869995.1,733090026.9,596260009.8,448649993.9,415260009.8,311250000,513919982.9,472410003.7,388220001.2,522900024.4,655929992.7,756570007.3,941650024.4,1329359985,1363400024,1782479980,1631260010,2478820068,2653659912,3306840088,2661030029,2463560059,2188389893,2480219971,2490929932,3250969971
Kyrgyz Republic,Net official development assistance and official aid received (current US$),95010002.14,171139999.4,244669998.2,204229995.7,187679992.7,196210006.7,203570007.3,193350006.1,129419998.2,158520004.3,174300003.1,206710006.7,237869995.1,270559997.6,254520004.3,316279998.8,279420013.4,372040008.5,437859985.4,470489990.2,539450012.2,626570007.3,774710022,519489990.2,464970001.2,415959991.5,448709991.5
Cambodia,Net official development assistance and official aid received (current US$),294529998.8,296989990.2,505579986.6,384470001.2,324700012.2,308339996.3,251289993.3,345559997.6,367000000,407290008.5,443160003.7,407019989,452899993.9,476350006.1,636169982.9,612559997.6,637929992.7,681039978,691950012.2,807690002.4,808210022,802679992.7,679039978,728450012.2,856260009.8,783299987.8,984070007.3
Kiribati,Net official development assistance and official aid received (current US$),15229999.54,14260000.23,14529999.73,12890000.34,15729999.54,17420000.08,20979999.54,16930000.31,11069999.69,20120000.84,16229999.54,14560000.42,26639999.39,25520000.46,27510000.23,26979999.54,25149999.62,23770000.46,64540000.92,65669998.17,64989997.86,80660003.66,64949996.95,60840000.15,77150001.53,75050003.05,56659999.85
St. Kitts and Nevis,Net official development assistance and official aid received (current US$),10770000.46,6210000.038,3900000.095,6829999.924,7230000.019,6690000.057,4760000.229,3990000.01,10130000.11,28100000.38,90000.00358,-79999.99821,2609999.895,5230000.019,3440000.057,46819999.69,3210000.038,11479999.54,15760000.23,21739999.77,30049999.24,,,,,,
"Korea, Rep.",Net official development assistance and official aid received (current US$),-35110000.61,-114230003.4,57000000,-148899993.9,-159649993.9,-50369998.93,-55099998.47,-198139999.4,-111330001.8,-81910003.66,-461600006.1,-71540000.92,,,,,,,,,,,,,,,
Kuwait,Net official development assistance and official aid received (current US$),2029999.971,4469999.79,4230000.019,24600000.38,1279999.971,6989999.771,8329999.924,3890000.105,4690000.057,5710000.038,5519999.981,3690000.057,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),Net official development assistance and official aid received (current US$),4489550002,5094309919,5557500020,6548569965,4720149965,4815909983,5361530012,4409529986,5270130035,4664240053,5481690050,6341770019,6049229977,6695509885,6299740059,8572549969,8293190063,9155590143,9577520007,9625329946,10065419926,9530920116,10036400064,10945790217,8286739990,10059729989,8548189962
Lao PDR,Net official development assistance and official aid received (current US$),155179992.7,191240005.5,246470001.2,248470001.2,243229995.7,212279998.8,250820007.3,233610000.6,204630004.9,234360000.6,253669998.2,230979995.7,241289993.3,307239990.2,344089996.3,457390014.6,373119995.1,389209991.5,371950012.2,410700012.2,423329986.6,474420013.4,471089996.3,399459991.5,480359985.4,588669982.9,631510009.8
Lebanon,Net official development assistance and official aid received (current US$),140369995.1,228029998.8,191289993.3,235259994.5,261239990.2,340829986.6,194509994.5,201190002.4,198970001.2,204020004.3,534640014.6,266670013.4,230720001.2,819039978,978969970.7,1068359985,580080017.1,445089996.3,475489990.2,711580017.1,621599975.6,820950012.2,965609985.4,1129339966,1303040039,1422180054,1525489990
Liberia,Net official development assistance and official aid received (current US$),122330001.8,63400001.53,123099998.5,172669998.2,75690002.44,71989997.86,93949996.95,67419998.17,38479999.54,54990001.68,106779998.8,213389999.4,222089996.3,260899993.9,1123020020,1250410034,510750000,1416109985,762250000,566710022,535929992.7,749590026.9,1094430054,819179992.7,631590026.9,573229980.5,597309997.6
Libya,Net official development assistance and official aid received (current US$),2869999.886,3950000.048,5840000.153,3769999.981,3980000.019,5550000.191,4699999.809,13750000,6949999.809,6969999.79,7909999.847,12500000,23840000.15,37509998.32,19409999.85,74199996.95,40040000.92,7610000.134,641099975.6,87120002.75,128830001.8,210279998.8,157369995.1,179490005.5,431869995.1,303440002.4,316010009.8
St. Lucia,Net official development assistance and official aid received (current US$),25629999.16,31500000,48220001.22,38580001.83,25459999.08,6210000.038,25739999.77,11090000.15,16329999.92,33290000.92,15560000.42,-21670000.08,10680000.31,18639999.39,19440000.53,16690000.53,38990001.68,41150001.53,35290000.92,26799999.24,25360000.61,19370000.84,13760000.23,15229999.54,15380000.11,8560000.42,32110000.61
Latin America & Caribbean,Net official development assistance and official aid received (current US$),5131609999,5586979918,6049030019,6997509975,5077199960,5156639980,5643310010,4671969983,5573090036,4885070050,5888100053,6594360013,6397829980,7014379884,6674550062,8968239969,8622280060,9626160145,9934470009,10028189943,10294329924,9962540120,10133120065,11188710220,8494669986,10299439984,8877879963
Least developed countries: UN classification,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,Net official development assistance and official aid received (current US$),9426909877,10658899899,9544290035,8180670010,7864229988,7752469929,7145959961,6784099983,8471219940,11808110138,17020049816,16888900158,18389310184,20369139933,24690840004,27915489937,29374520142,33188319618,34425949989,33089719955,35079580017,35626820221,36209840248,40562190376,45029019287,49969879593,49875309654
Liechtenstein,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Net official development assistance and official aid received (current US$),544539978,512469970.7,471470001.2,347670013.4,253789993.3,321519989,181970001.2,222429992.7,265959991.5,249880004.9,525909973.1,408350006.1,1039760010,685010009.8,506519989,634500000,606479980.5,558590026.9,612640014.6,490890014.6,403170013.4,491630004.9,445010009.8,373480011,316170013.4,-247369995.1,197350006.1
Lower middle income,Net official development assistance and official aid received (current US$),20601269947,23955089995,22325039914,21322649957,18218299997,19138769966,18896220076,18170840093,20579050163,21108920071,21684289986,25837539832,32166030067,38800149904,32316029814,33929129795,39292800020,39140480450,41171820145,43484100364,53023620277,49241190365,45087469860,43001720097,45126029835,42137980312,47092100067
Low & middle income,Net official development assistance and official aid received (current US$),56205907715,60063948242,59733471191,54406188477,49098779541,51907479492,54788208984,51576988770,52861252441,62990270996,72579603271,81293860107,1.07E+11,1.05E+11,1.06E+11,1.24E+11,1.24E+11,1.28E+11,1.38E+11,1.33E+11,1.50E+11,1.61E+11,1.46E+11,1.58E+11,1.64E+11,1.66E+11,1.68E+11
Lesotho,Net official development assistance and official aid received (current US$),143059997.6,115620002.7,112650001.5,103209999.1,91489997.86,61849998.47,31670000.08,37169998.17,55549999.24,77000000,79129997.25,95309997.56,68440002.44,71190002.44,130899993.9,144710006.7,122269996.6,256049987.8,256769989,276260009.8,320670013.4,107169998.2,86489997.86,112069999.7,145660003.7,153690002.4,145979995.7
Late-demographic dividend,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Net official development assistance and official aid received (current US$),62200000.76,71430000.31,179130004.9,90720001.22,103580001.8,130130004.9,132399993.9,97819999.69,130229995.7,132210006.7,370880004.9,249380004.9,,,,,,,,,,,,,,,
Luxembourg,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Net official development assistance and official aid received (current US$),33310001.37,52759998.32,63349998.47,72190002.44,81199996.95,97889999.39,98930000.31,90589996.34,105180000.3,75199996.95,113370002.7,161809997.6,,,,,,,,,,,,,,,
"Macao SAR, China",Net official development assistance and official aid received (current US$),180000.0072,289999.9917,-4010000.229,319999.9928,360000.0143,500000,319999.9928,680000.0072,529999.9714,980000.0191,129999.9952,119999.9973,,,,,,,,,,,,,,,
St. Martin (French part),Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Net official development assistance and official aid received (current US$),780000000,683520019.5,500559997.6,649590026.9,471559997.6,531210022,681940002.4,447380004.9,493850006.1,364390014.6,584390014.6,780599975.6,732640014.6,1101530029,1219229980,1453359985,1045959961,985500000,1440239990,1471140015,2008650024,2240149902,1518280029,2062310059,2427649902,818200012.2,757859985.4
Monaco,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,Net official development assistance and official aid received (current US$),28809999.47,54270000.46,65819999.69,36360000.61,65290000.92,39779998.78,107260002.1,122650001.5,119239997.9,142979995.7,119059997.6,119900001.5,169710006.7,224820007.3,270299987.8,298170013.4,245779998.8,473010009.8,461690002.4,475489990.2,348690002.4,517799987.8,312579986.6,262049987.8,243210006.7,230509994.5,342690002.4
Madagascar,Net official development assistance and official aid received (current US$),361220001.2,288140014.6,299410003.7,354690002.4,837669982.9,484670013.4,362390014.6,324480011,374529998.8,373940002.4,545359985.4,1252520020,916150024.4,784409973.1,896830017.1,847200012.2,434510009.8,477309997.6,447279998.8,368489990.2,499279998.8,588119995.1,677510009.8,621580017.1,779039978,695840026.9,756169982.9
Maldives,Net official development assistance and official aid received (current US$),26540000.92,27489999.77,52490001.68,26489999.77,23479999.54,24829999.92,30420000.08,18139999.39,22299999.24,21530000.69,17000000,26620000.84,72389999.39,34090000.15,33790000.92,52930000.31,29090000.15,88279998.78,49830001.83,56729999.54,21700000.76,22540000.92,23989999.77,22709999.08,46479999.54,131429992.7,72080001.83
Middle East & North Africa,Net official development assistance and official aid received (current US$),7239709974,8482250066,6049049883,8352679907,6907199941,7314299971,6309470008,5660689941,5173360026,5612479944,8870149879,11311219825,28264389896,17181700251,18003889759,24222650215,13675179916,12273710113,15597039665,13656770119,25861659805,32511739838,19311190262,26468600037,28100299438,32132330185,29074119453
Mexico,Net official development assistance and official aid received (current US$),446410003.7,450220001.2,410559997.6,305429992.7,113800003.1,30040000.92,45950000.76,-40459999.08,98940002.44,135550003.1,115639999.4,135929992.7,200000000,245899993.9,112459999.1,148300003.1,186679992.7,454730011,967020019.5,407929992.7,562390014.6,814890014.6,321070007.3,809340026.9,754609985.4,549299987.8,535789978
Marshall Islands,Net official development assistance and official aid received (current US$),30159999.85,46330001.83,33389999.39,69940002.44,52930000.31,42479999.54,59080001.83,47459999.08,67709999.08,55729999.54,52130001.07,49919998.17,56290000.92,55330001.83,53319999.69,53209999.08,61169998.17,24930000.31,84519996.64,83849998.47,93739997.86,55700000.76,57060001.37,12560000.42,72510002.14,54389999.39,65970001.22
Middle income,Net official development assistance and official aid received (current US$),37098387939,38272948242,37983861572,34368589600,29265880981,31947889160,35428990479,32088829346,33209720947,36287569336,38163640015,43887238281,67871046875,61576250000,54979378906,60324761719,58471140625,56223109375,61746558594,61335539063,70281882813,68166109375,63065648438,64890750000,66264968750,62532980469,64364621094
North Macedonia,Net official development assistance and official aid received (current US$),3319999.933,104260002.1,78800003.05,105389999.4,98279998.78,104910003.7,276950012.2,250850006.1,247639999.4,273859985.4,266109985.4,264000000,227399993.9,200850006.1,201830001.8,202800003.1,194220001.2,194309997.6,192289993.3,147710006.7,196729995.7,211919998.2,214320007.3,168350006.1,149949996.9,170179992.7,141800003.1
Mali,Net official development assistance and official aid received (current US$),369959991.5,440149993.9,540409973.1,490170013.4,429329986.6,346820007.3,354390014.6,288040008.5,351739990.2,420480011,556229980.5,585299987.8,724590026.9,869200012.2,1021010010,967750000,984659973.1,1091459961,1267619995,995580017.1,1397560059,1235839966,1201640015,1205160034,1360079956,1499569946,1863209961
Malta,Net official development assistance and official aid received (current US$),30870000.84,42490001.68,9210000.038,72169998.17,22389999.39,21870000.84,25100000.38,21239999.77,1700000.048,11039999.96,9109999.657,6190000.057,,,,,,,,,,,,,,,
Myanmar,Net official development assistance and official aid received (current US$),103529998.8,177149993.9,160449996.9,49419998.17,61040000.92,72430000.31,81050003.05,105639999.4,125669998.2,119029998.8,125019996.6,123449996.9,144830001.8,145710006.7,195889999.4,534590026.9,355959991.5,354920013.4,379950012.2,504529998.8,3936120117,1384459961,1168500000,1536660034,1542339966,1712050049,2079929932
Middle East & North Africa (excluding high income),Net official development assistance and official aid received (current US$),5676859937,6934940009,5498919888,5799829891,5431319966,5441200032,5223479983,4668359943,4896110023,4674679945,8195879887,10634699821,28220239895,17103330252,17920979771,24148000214,13530689911,12295320114,15597039665,13656770119,25861659805,32511739838,19311190262,26468600037,28100299438,32132330185,29074119453
Montenegro,Net official development assistance and official aid received (current US$),,,,,,,,,,,8140000.343,20129999.16,3859999.895,95589996.34,105650001.5,104470001.2,76489997.86,80069999.69,126629997.3,103089996.3,117180000.3,100419998.2,99959999.08,85730003.36,117989997.9,156210006.7,96940002.44
Mongolia,Net official development assistance and official aid received (current US$),106870002.7,156350006.1,153179992.7,165179992.7,183550003.1,171789993.3,176559997.6,185570007.3,183300003.1,183559997.6,213570007.3,219490005.5,195199996.9,182399993.9,212089996.3,230630004.9,306760009.8,286660003.7,337450012.2,446529998.8,430519989,316910003.7,236339996.3,325670013.4,765590026.9,333519989,314529998.8
Northern Mariana Islands,Net official development assistance and official aid received (current US$),88949996.95,2299999.952,-699999.9881,-1570000.052,689999.9976,200000.003,119999.9973,180000.0072,,,,,,,,,,,,,,,,,,,
Mozambique,Net official development assistance and official aid received (current US$),1176959961,1199939941,1063390015,886729980.5,948210022,1039949951,818669982.9,907390014.6,961469970.7,2217370117,1049520020,1244290039,1289859985,1641939941,1784989990,1993089966,2013599976,1943130005,2065469971,2071699951,2312699951,2106010010,1819119995,1533770020,1806089966,1823510010,1907780029
Mauritania,Net official development assistance and official aid received (current US$),337839996.3,268940002.4,230229995.7,272269989,239070007.3,165860000.6,222699996.9,223630004.9,282739990.2,363459991.5,260850006.1,194770004.3,188800003.1,216320007.3,348850006.1,454790008.5,375980011,373609985.4,381720001.2,409790008.5,294739990.2,260709991.5,329459991.5,307290008.5,291730011,448380004.9,412179992.7
Mauritius,Net official development assistance and official aid received (current US$),26739999.77,14840000.15,23819999.69,20329999.92,42060001.37,40409999.85,41819999.69,20750000,21280000.69,23850000.38,-14520000.46,32799999.24,34400001.53,19129999.16,69209999.08,108680000.3,156029998.8,124589996.3,185690002.4,176679992.7,145740005.5,44590000.15,78419998.17,42340000.15,14630000.11,69180000.31,22180000.31
Malawi,Net official development assistance and official aid received (current US$),497339996.3,471140014.6,435140014.6,492540008.5,344100006.1,434679992.7,446779998.8,448149993.9,411100006.1,379739990.2,519570007.3,507420013.4,573650024.4,722869995.1,766669982.9,924739990.2,773710022,1016849976,798280029.3,1170910034,1132550049,931159973.1,1049380005,1241609985,1520439941,1279310059,1206219971
Malaysia,Net official development assistance and official aid received (current US$),94010002.14,65690002.44,106750000,-456600006.1,-240339996.3,201740005.5,145929992.7,48650001.53,29329999.92,89339996.34,110319999.7,299230011,29219999.31,241360000.6,202149993.9,156350006.1,139919998.2,-6139999.866,40810001.37,18319999.69,-113309997.6,19920000.08,-600000.0238,-51819999.69,-29250000,-34549999.24,5989999.771
North America,Net official development assistance and official aid received (current US$),-4820000.172,-12479999.54,-2079999.924,-4070000.172,-8220000.267,550000.0119,79999.99821,59999.99866,19999.99955,19999.99955,29999.99933,90000.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Net official development assistance and official aid received (current US$),152550003.1,137100006.1,190369995.1,185919998.2,165160003.7,180830001.8,178630004.9,152410003.7,109510002.1,135020004.3,148380004.9,175330001.8,113379997.3,149330001.8,220850006.1,205490005.5,331130004.9,261329986.6,278209991.5,252440002.4,261040008.5,226220001.2,142380004.9,170190002.4,190449996.9,159449996.9,148410003.7
New Caledonia,Net official development assistance and official aid received (current US$),394730011,408429992.7,451209991.5,396140014.6,338820007.3,338390014.6,314510009.8,350170013.4,294149993.9,323829986.6,453899993.9,524340026.9,,,,,,,,,,,,,,,
Niger,Net official development assistance and official aid received (current US$),338519989,372950012.2,272390014.6,252059997.6,333230011,292339996.3,187270004.3,209210006.7,258980011,295809997.6,481019989,548679992.7,523090026.9,541940002.4,575450012.2,615450012.2,470630004.9,741380004.9,644669982.9,891140014.6,797299987.8,917780029.3,869280029.3,952479980.5,1224699951,1199520020,1490349976
Nigeria,Net official development assistance and official aid received (current US$),288420013.4,189660003.7,210960006.7,188750000,199839996.3,203339996.3,151990005.5,173800003.1,167820007.3,299549987.8,309850006.1,578770019.5,6401790039,11431959961,1958599976,1293719971,1639229980,2052360107,1809859985,1916170044,2515719971,2478600098,2431540039,2498189941,3358959961,3304949951,3517320068
Nicaragua,Net official development assistance and official aid received (current US$),316929992.7,538539978,569070007.3,883359985.4,354160003.7,504510009.8,597739990.2,501929992.7,825070007.3,416049987.8,737340026.9,1104910034,656349975.6,623849975.6,729799987.8,662229980.5,661429992.7,511160003.7,536580017.1,532320007.3,495799987.8,432170013.4,457920013.4,430980011,562590026.9,353760009.8,389239990.2
Netherlands,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Net official development assistance and official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,
